Name,Label,Owner,Ownership,Proof,ShaNai,Kodomo,Type,Add1,Add2,Y,X,url,TEL,FAX,Full,AgeS,AgeE,Open,Close,H24,Memo,Extra,Temp,Holiday,Night,Vacancy,VacancyDate
幼保連携型認定こども園　菜根こども園,幼保連携型認定こども園　菜根こども園,学校法人堀内学園　理事長　堀内　恵梨子,私立,,N,Y,幼保連携型認定こども園,郡山市菜根一丁目13-20,,37.387687,140.36352,,024-954-6800,024-954-6802,90,3か月,5歳,7:00,19:00,N,18：00～19：00,Y,Y,N,N,,
幼保連携型認定こども園　エムポリアムこども園,幼保連携型認定こども園　エムポリアムこども園,学校法人エムポリアム学園　理事長　金田　岩光,私立,,N,Y,幼保連携型認定こども園,郡山市堤下町5-15,,37.390433,140.379612,,024-932-1048,024-922-2731,186,6か月,5歳,7:30,19:30,N,18:30～19：30,Y,N,N,N,,
わかば幼稚園,わかば幼稚園,学校法人吉野学園学園　理事長　山口　仁,私立,,N,Y,幼保連携型認定こども園,郡山市安積町大森町34,,37.344371,140.343194,,024-945-6035,,85,6か月,5歳,7:30,19:30,N,18:30～19：30,Y,N,N,N,,
認定こども園　こはらだようちえん,認定こども園　こはらだようちえん,学校法人小原田学園　理事長　阿部　光浩,私立,,N,Y,幼保連携型認定こども園,郡山市小原田二丁目20-15,,37.38225,140.389026,,024-944-2255,,81,6か月,5歳,7:30,19:30,N,18:30～19：30,Y,N,N,N,,
アゴラキンダーガーテン,アゴラキンダーガーテン,,私立,Y,N,N,認可外保育所,郡山市桃見台7-14,,37.40351,140.370576,,024-973-8742,024-973-8743,25,2歳半,,9:00,13:00,N,あり,Y,N,N,N,,
カンガルーチャイルドクラブ,カンガルーチャイルドクラブ,,私立,Y,N,N,認可外保育所,郡山市富田町字上西田30-3,,37.41056,140.334742,,024-952-4651,024-952-4651,40,2か月,,7:30,18:30,N,あり,Y,Y,N,N,,
キッズルーム・パオ,キッズルーム・パオ,,私立,Y,N,N,認可外保育所,郡山市清水台一丁目123,,37.398015,140.38006,,024-983-0350,024-983-0360,50,2か月,,7:20,18:30,N,あり,Y,Y,N,N,,
小金林保育園,小金林保育園,,私立,Y,N,N,認可外保育所,郡山市大槻町字小金林23-15,,37.401131,140.335212,,024-951-6730,024-951-1874,180,3か月,,7:00,19:30,N,あり,Y,N,N,N,,
木の実保育園,木の実保育園,,私立,Y,N,N,認可外保育所,郡山市久留米五丁目34,,37.378155,140.349089,,024-953-3024,024-953-3026,20,6か月,1歳,8:00,18:00,N,あり,Y,Y,N,N,,
食育保育園 豆の木ハウス　安積,豆の木ハウス　安積,,私立,Y,N,N,認可外保育所,郡山市安積町荒井字大池70,,37.370596,140.349099,,024-946-4440,024-946-4441,85,3か月,,7:30,18:00,N,あり,Y,Y,N,N,,
食育保育園 豆の木ハウス　大槻,豆の木ハウス　大槻,,私立,Y,N,N,認可外保育所,郡山市大槻町字原田39-131,,37.37996,140.342199,,024-962-4441,024-962-4443,75,3か月,,7:30,18:00,N,あり,Y,Y,N,N,,
チャイルドハウスうねめ,チャイルドハウスうねめ,,私立,Y,N,N,認可外保育所,郡山市富田町字上鶴蒔田6-34,,37.417848,140.335459,,024-951-0304,024-951-8961,60,6か月,,7:30,18:30,N,あり,Y,N,N,N,,
菜の花保育園,菜の花保育園,,私立,Y,N,N,認可外保育所,郡山市久留米五丁目37-1,,37.378001,140.349108,,024-946-2784,024-953-3026,32,2歳,,7:30,18:30,N,あり,Y,Y,N,N,,
ひよこ保育園,ひよこ保育園,,私立,Y,N,N,認可外保育所,郡山市富久山町久保田字上野20-1,長谷川ﾋﾞﾙ,37.413413,140.389192,,024-933-1450,024-933-1450,66,2か月,,7:30,18:30,N,あり,Y,N,N,N,,
ベビールームスキップ,ベビールームスキップ,,私立,Y,N,N,認可外保育所,郡山市本町二丁目24-11,,37.390801,140.383443,,024-932-3220,024-932-9118,40,2か月,,8:00,4:00,Y,あり,Y,Y,N,Y,,
ユーパロ中町保育園,ユーパロ中町保育園,,私立,Y,N,N,認可外保育所,郡山市中町11-5,やまのいビル3F,37.397831,140.385101,,024-925-1539,024-925-1539,40,6か月,,7:30,4:00,N,,N,Y,N,Y,,
わかくさ保育園,わかくさ保育園,,私立,Y,N,N,認可外保育所,郡山市喜久田町字四十坦12-11,,37.427217,140.362958,,024-935-1600,024-935-1600,105,6か月,,7:30,18:30,N,あり,Y,N,N,N,,
アルゴ幼稚舎保育園,アルゴ幼稚舎保育園,,私立,Y,N,N,認可外保育所,郡山市安積町成田字田向150-276,,37.351433,140.338425,,050-1226-2134,024-900-2606,53,2か月,,7:15,19:00,N,,N,Y,N,N,,
すぎのこ保育園,すぎのこ保育園,,私立,Y,N,N,認可外保育所,郡山市八山田五丁目42,,37.424242,140.367025,,024-921-3545,024-921-3560,75,2か月,,7:30,19:00,N,あり,Y,N,N,N,,
託児所ぞうさん,託児所ぞうさん,,私立,Y,N,N,認可外保育所,郡山市横塚一丁目9-24,,37.395719,140.399086,,024-944-9852,024-944-9852,17,3か月,,7:30,18:30,N,あり,Y,Y,N,N,,
知育保育園いちごルーム,知育保育園いちごルーム,,私立,Y,N,N,認可外保育所,郡山市笹川一丁目184-32,,37.363042,140.37094,,024-947-7128,024-947-7128,15,3か月,3歳,8:00,18:00,N,あり,Y,Y,N,N,,
虹保育園,虹保育園,,私立,Y,N,N,認可外保育所,郡山市久留米二丁目35-8,,37.379399,140.358634,,024-983-6875,024-983-6875,30,2か月,4歳,7:30,18:30,N,あり,Y,Y,N,N,,
パートナーキッズ保育園,パートナーキッズ保育園,,私立,Y,N,N,認可外保育所,郡山市中野一丁目54-1,,37.391935,140.331731,,024-962-0711,,25,4か月,,7:30,18:30,N,あり,Y,N,N,N,,
一般社団法人ヒューマニティー幼保学園鳴神校,ヒューマニティー幼保学園鳴神校,,私立,Y,N,N,認可外保育所,郡山市鳴神三丁目197,,37.392224,140.336582,,024-951-0715,024-951-0005,96,3か月,,7:15,19:00,N,あり,Y,N,N,N,,
一般社団法人ヒューマニティー幼保学園富田校,ヒューマニティー幼保学園富田校,,私立,Y,N,N,認可外保育所,郡山市富田町字中ノ目41,,37.420993,140.336256,,024-953-8330,024-953-8331,96,1歳,,7:30,18:30,N,あり,Y,N,N,N,,
一般社団法人ヒューマニティー幼保学園ＤＲＥＭＳベビールーム,ヒューマニティー幼保学園ＤＲＥＭＳベビールーム,,私立,Y,N,N,認可外保育所,郡山市亀田二丁目10-10,,37.406721,140.348927,,024-953-6377,024-953-6377,25,2か月,,7:30,19:30,N,,N,N,N,N,,
ワイズプリスクールアンドキンダーガ－テン,ワイズプリスクールアンドキンダーガ－テン,,私立,Y,N,N,認可外保育所,郡山市安積町荒井字橋郎治25-1,,37.367203,140.36219,,024-900-2606,024-900-2606,40,1歳,,9:00,14:00,N,あり,Y,N,N,N,,
（一財）太田綜合病院附属熱海桔梗保育園,熱海桔梗保育園,,私立,Y,Y,N,認可外保育所（非公開）,郡山市熱海町熱海4-294,,37.482843,140.26668,,024-984-5588,024-984-5588,50,2か月,,7:50,19:00,Y,あり,Y,N,N,N,,
（一財）太田綜合病院 附属桔梗保育園,桔梗保育園,,私立,Y,Y,N,認可外保育所（非公開）,郡山市桜木二丁目21-26,,37.409109,140.367303,,024-925-5588,024-925-5588,160,2か月,,7:35,19:00,Y,あり,Y,N,N,N,,
（公財）金森和心会針生ヶ丘病院附属たんぽぽ保育園,針生ヶ丘病院附属たんぽぽ保育園,,私立,Y,Y,N,認可外保育所（非公開）,郡山市開成六丁目345,,37.387915,140.349024,,024-926-1063,024-925-0166,10,0歳,,8:10,17:30,N,,N,Y,N,N,,
郡山医療生活協同組合つくしんぼ保育園　,つくしんぼ保育園　,,私立,Y,Y,N,認可外保育所（非公開）,郡山市島2-24-16,,37.396455,140.344457,,024-923-3971,024-923-3971,20,57日,,8:00,18:15,N,あり,Y,N,N,N,,
（一財）慈山会医学研究所付属坪井病院院内託児所,坪井病院院内託児所,,私立,Y,Y,N,認可外保育所（非公開）,郡山市成山町76,,37.363611,140.360819,,024-946-0933,024-945-1802,30,2か月,,7:30,18:00,N,あり,Y,N,N,N,,
（医）慈繁会ペップ託児園,ペップ託児園,,私立,Y,Y,N,認可外保育所（非公開）,郡山市山崎135-6,,37.378021,140.368763,,024-925-0488,024-925-0488,33,0歳,,7:30,18:30,Y,あり,Y,N,Y,N,,
（一財）脳神経疾患研究所附属総合南東北病院たんぽぽ保育所,総合南東北病院たんぽぽ保育所,,私立,Y,Y,N,認可外保育所（非公開）,郡山市八山田7-129,,37.42211,140.383023,,024-934-5714,024-934-3165,80,0歳,,8:00,19:00,N,あり,Y,N,N,N,,
（医）明信会　トモロ保育園,トモロ保育園,,私立,Y,Y,N,認可外保育所（非公開）,郡山市朝日二丁目18-8,郡山堂前合同ビル１階,37.404382,140.358443,,024-954-5633,024-922-5407,40,0歳,,7:45,19:30,N,あり,Y,Y,Y,N,,
（公財）湯浅報恩会附属さくら保育園,さくら保育園,,私立,Y,Y,N,認可外保育所（非公開）,郡山市堂前町6-4,,37.39543,140.381924,,024-923-2540,024-923-2581,30,0歳,,7:30,19:30,N,あり,Y,N,N,N,,
FSG保育園,FSG保育園,,私立,Y,Y,N,認可外保育所,郡山市本町一丁目16-18,,37.394149,140.385771,,024-954-3775,024-954-5536,19,3か月,3歳,8:30,19:30,N,,N,Y,N,N,,
キッズ東都学園保育所,キッズ東都学園保育所,,私立,Y,Y,N,認可外保育所,郡山市図景二丁目11-23,,37.377648,140.375328,,024-934-0301,024-936-7778,23,6か月,,7:30,18:30,N,あり,Y,N,N,N,,
郡山ヤクルト販売㈱　北センター保育室,郡山ヤクルト販売北センター保育室,,私立,Y,Y,N,認可外保育所（非公開）,郡山市八山田二丁目22,,37.425202,140.375385,,024-934-8960,,47,6か月,,8:00,16:00,N,,N,Y,N,N,,
郡山ヤクルト販売㈱　コスモスセンター保育室,郡山ヤクルト販売コスモスセンター保育室,,私立,Y,Y,N,認可外保育所（非公開）,郡山市土瓜一丁目62,,37.39942,140.333209,,024-951-8832,,25,6か月,,8:00,15:00,N,,N,Y,N,N,,
郡山ヤクルト販売㈱　菜根センター保育室,郡山ヤクルト販売㈱菜根センター保育室,,私立,Y,Y,N,認可外保育所（非公開）,郡山市菜根三丁目14-25,,37.382696,140.367709,,024-932-8960,,30,6か月,,8:00,16:00,N,,N,Y,N,N,,
郡山ヤクルト販売㈱　中央センター保育室,郡山ヤクルト販売中央センター保育室,,私立,Y,Y,N,認可外保育所（非公開）,郡山市方八町二丁目6-8,,37.393305,140.391974,,024-943-8960,,45,6か月,,8:00,15:00,N,,N,Y,N,N,,
とうほう・みんなのキッズらんど,とうほう・みんなのキッズらんど,,私立,Y,Y,N,認可外保育所（非公開）,郡山市桑野五丁目4-20,,37.409651,140.35623,,024-953-6880,,20,3か月,,7:30,18:30,N,あり,Y,Y,N,N,,
ニチイキッズ郡山とみた保育園,ニチイキッズ郡山とみた保育園,,私立,Y,Y,N,認可外保育所,郡山市富田町字塩ノ草45-6,,37.426784,140.342202,,024-962-7127,,18,3か月,2歳,8:00,19:00,N,,N,N,N,N,,
ポニー保育園,ポニー保育園,,私立,Y,Y,N,認可外保育所（非公開）,郡山市安積町笹川字西宿77,,37.349813,140.363995,,024-946-5851,024-946-5851,50,2か月,,8:00,17:30,N,あり,Y,Y,Y,N,,
豊和保育園,豊和保育園,,私立,Y,Y,N,認可外保育所（非公開）,郡山市熱海町熱海五丁目37,,37.4916,140.257347,,024-926-0386,024-926-0387,28,2か月,,7:30,18:00,N,,N,Y,Y,N,,
南東北こども学園,南東北こども学園,,私立,Y,Y,N,認可外保育所,郡山市富久山町八山田字土布池11-156,,37.426317,140.385238,,024-926-0909,024-935-7080,200,3か月,,7:30,18:30,Y,あり,Y,N,Y,N,,
アルカナーサリーハウス,アルカナーサリーハウス,,私立,Y,N,N,認可外保育所,郡山市安積町荒井字石樋21-1,,37.368548,140.360475,,024-983-8882,,20,3か月,,7:30,18:30,N,,Y,N,N,N,,
キッズルームひばり,キッズルームひばり,,私立,Y,N,N,認可外保育所,郡山市富久山町八山田字申田33-4,,37.429665,140.360776,,024-973-8917,,9,6か月,,8:00,19:00,N,,N,N,N,N,,
まるみつ・ひかり保育園,まるみつ・ひかり保育園,,私立,Y,N,N,認可外保育所,郡山市富田町字権現林19-21,,37.429274,140.342613,,024-983-5303,,9,6か月,,7:30,18:30,N,,Y,N,N,N,,
なみきッズ保育園,なみきッズ保育園,,私立,Y,N,N,認可外保育所,郡山市並木一丁目13-11,,37.410453,140.363406,,024-973-6470,,20,6か月,,7:30,18:30,N,,Y,N,N,N,,
待池台あおぞら保育園,待池台あおぞら保育園,,私立,Y,Y,N,認可外保育所,郡山市待池台一丁目17-1,,37.446974,140.308856,,024-926-0407,,12,1歳,,8:00,17:40,N,,Y,Y,N,N,,
さぽーとまま倶楽部ふぁいん,さぽーとまま倶楽部ふぁいん,,私立,Y,N,N,認可外保育所,郡山市富久山町久保田字伊賀河原１,,37.415018,140.372218,,024-927-5856,,26,6か月,3歳,8:00,18:00,N,,,,,,,
ベビーシッター郡山シルバー人材センター,ベビーシッター郡山シルバー人材センター,,私立,Y,N,N,認可外保育所,郡山市朝日一丁目29-9,,37.401171,140.358795,,024-933-0001,,ー,0歳,,8:30,18:00,N,,,,,,,
ベビーシッター　own time,ベビーシッター　own time,,私立,Y,N,N,認可外保育所,郡山市三穂田町川田字大徳原9-7,,37.355812,140.332199,,024-983-6536,,ー,0歳,,9:00,17:00,N,,,,,,,
小原田保育園,小原田保育園,,私立,Y,N,N,認可外保育所,郡山市小原田二丁目20-15,,37.382542,140.389047,,024-944-2255,024-944-2257,24,2歳児のみ,,7:30,18:30,N,,,,,,,
あけぼの幼稚園,あけぼの幼稚園,学校法人本田学園,私立,,,N,幼稚園,郡山市小原田5-7-6,,37.377591,140.37814,,024-943-1611,024-956-0071,360,3歳,5歳,8:00,14:00,N,あり,Y,N,,,,
柴宮幼稚園,柴宮幼稚園,学校法人本田学園,私立,,,N,幼稚園,郡山市安積町荒井字前田40-1,,37.372675,140.341636,,024-945-8125,024-945-9835,240,3歳,5歳,8:00,14:00,N,あり,Y,N,,,,
安積幼稚園,安積幼稚園,学校法人安積国造学園,私立,,,N,幼稚園,郡山市清水台1-6-14,,37.399026,140.381698,,024-933-2102,024-933-2710,350,3歳,5歳,9:30,13:30,N,あり,Y,N,,,,
安積町つつみ幼稚園,安積町つつみ幼稚園,学校法人仲川学園,私立,,,N,幼稚園,郡山市成山町104,,37.365053,140.35868,,024-945-0867,024-945-3262,200,3歳,5歳,8:00,13:30,N,あり,Y,N,,,,
エムポリアムこども園,エムポリアムこども園,学校法人エムポリアム学園,私立,,,Y,認定こども園,郡山市堤下町5-15,,37.390433,140.379612,,024-932-1048,024-922-2731,75,3歳,5歳,8:30,13:30,N,あり,Y,N,,,,
並木幼稚園,並木幼稚園,学校法人志賀学園,私立,,,N,幼稚園,郡山市並木5-14-53,,37.414266,140.360559,,024-922-7270,024-939-5470,240,3歳,5歳,9:00,14:00,N,あり,Y,N,,,,
大槻中央幼稚園,大槻中央幼稚園,学校法人安斉学園,私立,,,N,幼稚園,郡山市大槻町字下町39,,37.389313,140.321189,,024-951-2510,024-951-2926,360,3歳,5歳,9:00,13:45,N,あり,Y,N,,,,
大谷幼稚園,大谷幼稚園,学校法人智光学園,私立,,,N,幼稚園,郡山市三穂田町大谷字新田3,,37.37419,140.292724,,024-953-2961,024-953-2968,100,3歳,5歳,9:20,14:00,N,あり,Y,N,,,,
小山田幼稚園,小山田幼稚園,学校法人小野寺学園,私立,,,N,幼稚園,郡山市大槻町字小山田34-1,,37.404852,140.335287,,024-951-5665,024-951-5665,240,3歳,5歳,9:00,13:30,N,あり,Y,N,,,,
開南幼稚園,開南幼稚園,学校法人佐藤学園,私立,,,N,幼稚園,郡山市開成5-26-13,,37.389863,140.349159,,024-933-0332,024-933-0343,160,3歳,5歳,9:00,13:30,N,あり,Y,N,,,,
片平幼稚園,片平幼稚園,学校法人片平学園,私立,,,N,幼稚園,郡山市片平町字元若宮3-1,,37.418506,140.321694,,024-951-3516,024-951-9795,200,3歳,5歳,8:00,13:30,N,あり,Y,N,,,,
希望ヶ丘こども園,希望ヶ丘こども園,学校法人成田学園,私立,,,Y,認定こども園,郡山市富田町字十文字31,,37.413602,140.344274,,024-951-0443,024-951-0443,110,3歳,5歳,8:30,13:30,N,あり,Y,N,,,,
郡山ザベリオ学園幼稚園,郡山ザベリオ学園幼稚園,学校法人ザベリオ学園,私立,,,N,幼稚園,郡山市大槻町字古屋敷102,,37.400975,140.32415,,024-952-7758,024-952-7873,200,3歳,5歳,9:00,13:30,N,あり,Y,N,,,,
郡山女子大学附属幼稚園,郡山女子大学附属幼稚園,学校法人郡山開成学園,私立,,,N,幼稚園,郡山市開成3-25-2,,37.397231,140.351732,,024-923-4001,024-923-4001,150,3歳,5歳,9:00,14:00,N,あり,Y,N,,,,
小原田幼稚園,小原田幼稚園,学校法人小原田学園,私立,,,N,幼稚園,郡山市小原田2-20-15,,37.382542,140.389047,,024-944-2255,024-944-2257,440,3歳,5歳,9:30,13:30,N,あり,Y,N,,,,
尚志幼稚園,尚志幼稚園,学校法人尚志学園,私立,,,N,幼稚園,郡山市横塚6-19-11,,37.391927,140.404103,,024-944-1378,024-944-1379,175,3歳,5歳,9:00,13:00,N,あり,Y,N,,,,
尚志緑ヶ丘幼稚園,尚志緑ヶ丘幼稚園,学校法人尚志学園,私立,,,N,幼稚園,郡山市緑ケ丘東4-32-1,,37.381874,140.436374,,024-956-3140,024-956-3141,210,3歳,5歳,9:00,13:00,N,あり,Y,N,,,,
セントポール幼稚園,セントポール幼稚園,学校法人聖公会頌栄学園,私立,,,N,幼稚園,郡山市麓山2-11-9,,37.394814,140.368896,,024-932-3755,024-932-3799,100,3歳,5歳,8:30,13:30,N,あり,Y,N,,,,
たから幼稚園,たから幼稚園,学校法人たから学園,私立,,,N,幼稚園,郡山市堂前町1-7,,37.39607,140.378054,,024-922-1973,024-922-1462,240,3歳,5歳,8:30,13:30,N,あり,Y,N,,,,
多田野幼稚園,多田野幼稚園,学校法人多田野学園,私立,,,N,幼稚園,郡山市逢瀬町多田野字南大界45-2,,37.395211,140.273417,,024-957-2740,024-957-2755,80,3歳,5歳,8:00,13:30,N,あり,Y,N,,,,
たちばな幼稚園,たちばな幼稚園,学校法人たちばな学園,私立,,,N,幼稚園,郡山市菜根3-5-7,,37.384766,140.368055,,024-932-4346,024-953-4030,130,3歳,5歳,8:30,14:00,N,あり,Y,N,,,,
たちばな西幼稚園,たちばな西幼稚園,学校法人たちばな文化学園,私立,,,N,幼稚園,郡山市台新2-23-8,,37.390055,140.343254,,024-932-8720,024-932-8720,160,3歳,5歳,9:00,14:00,N,あり,Y,N,,,,
田村町つつみ幼稚園,田村町つつみ幼稚園,学校法人辻学園,私立,,,N,幼稚園,郡山市田村町守山字殿町20,,37.330203,140.410923,,024-955-2343,024-955-2401,210,3歳,5歳,9:30,14:00,N,あり,Y,N,,,,
東部朝風幼稚園,東部朝風幼稚園,学校法人東部朝風学園,私立,,,N,幼稚園,郡山市あぶくま台1-326,,37.398049,140.415671,,024-943-5152,024-943-5174,80,3歳,5歳,8:30,13:30,N,あり,Y,N,,,,
富田幼稚園,富田幼稚園,学校法人宮沢学園,私立,,,N,幼稚園,郡山市富田町字行人田15-2,,37.42199,140.357136,,024-922-6900,024-922-8149,240,3歳,5歳,9:00,14:00,N,あり,Y,N,,,,
富久山幼稚園,富久山幼稚園,学校法人富久山学園,私立,,,N,幼稚園,郡山市富久山町福原字福原170-1,,37.42103,140.389097,,024-922-3887,024-922-3888,210,3歳,5歳,10:00,14:00,N,あり,Y,N,,,,
富久山西幼稚園,富久山西幼稚園,学校法人富久山学園,私立,,,N,幼稚園,郡山市八山田7-56,,37.422008,140.381495,,024-922-4860,024-922-3888,160,3歳,5歳,10:00,14:00,N,あり,Y,N,,,,
双葉幼稚園,双葉幼稚園,学校法人今泉学園,私立,,,N,幼稚園,郡山市富久山町久保田字石堂51,,37.408715,140.382737,,024-922-1720,024-933-2066,360,3歳,5歳,8:00,14:00,N,あり,Y,N,,,,
双葉第二幼稚園,双葉第二幼稚園,学校法人今泉学園,私立,,,N,幼稚園,郡山市字名倉104,,37.376423,140.369708,,024-945-0755,024-945-8410,350,3歳,5歳,8:00,14:00,N,あり,Y,N,,,,
みどり幼稚園,みどり幼稚園,学校法人浄徳学園,私立,,,N,幼稚園,郡山市安積2-344,,37.359861,140.363861,,024-945-0467,024-945-0467,200,3歳,5歳,9:00,13:00,N,あり,Y,N,,,,
わかば幼稚園,わかば幼稚園,学校法人吉野学園,私立,,,N,幼稚園,郡山市安積町大森町34,,37.344357,140.34307,,024-945-6035,024-954-5035,200,3歳,5歳,9:30,13:30,N,あり,Y,N,,,,
みらい幼稚園,みらい幼稚園,学校法人郡山私幼協学園,私立,,,N,幼稚園,郡山市喜久田町堀之内字下河原7-2,,37.452748,140.343713,,024-959-6750,024-959-6762,140,3歳,5歳,9:30,13:30,N,あり,Y,N,,,,
めぐみ幼稚園,めぐみ幼稚園,髙橋　郁夫,私立,,,N,幼稚園,郡山市富久山町久保田字愛宕77-1,,37.417109,140.386172,,024-933-9313,,320,3歳,5歳,9:00,13:00,N,あり,Y,N,,,,
